960	1	1	0.168319	0.118774	4.56497	4	0.195988	4.38413
960	1	1	0.195874	0.0981579	3.21422	4	0.153784	3.038
960	1	1	0.19299	0.117785	3.35127	4	0.166887	3.14799
960	1	1	0.241765	0.09656	3.17527	4	0.139917	3.00428
960	1	1	0.19563	0.126731	3.27633	4	0.191001	3.13665
960	1	1	0.207972	0.107437	3.34151	4	0.155489	3.17243
960	1	1	0.148346	0.11616	1.6373	4	0.185342	1.50295
960	1	1	0.078021	0.055903	1.59137	4	0.0779841	1.50225
960	1	1	0.0721531	0.0452719	1.59193	4	0.0713921	1.50197
960	1	1	0.0796678	0.0439	1.59765	4	0.0687189	1.5057
960	1	1	0.0748079	0.0491471	1.59694	4	0.070931	1.50826
1800	1	1	0.218407	0.49601	20.476	4	0.623999	20.0649
1800	1	1	0.168092	0.347948	20.664	4	0.475962	20.248
1800	1	1	0.201321	0.271898	20.448	4	0.395898	19.9275
1800	1	1	0.214866	0.255999	20.48	4	0.351977	20.076
1800	1	1	0.225125	0.387985	20.932	4	0.499988	20.521
1800	1	1	0.0731931	0.342574	10.2496	4	0.495859	9.93525
1800	1	1	0.0756559	0.128423	9.99532	4	0.187751	9.78027
1800	1	1	0.0807178	0.149037	10.0429	4	0.195418	9.84939
1800	1	1	0.07444	0.123914	10.0129	4	0.175824	9.80054
1800	1	1	0.0755079	0.109617	10.0073	4	0.156271	9.80847
2592	1	1	0.201893	0.567075	61.5886	4	0.789218	60.4954
2592	1	1	0.23164	0.85918	62.749	4	1.13425	61.8239
2592	1	1	0.188031	0.61598	53.4403	4	0.869763	52.858
2592	1	1	0.0829759	0.292566	30.1196	4	0.397647	29.6722
2592	1	1	0.0900919	0.323424	34.4319	4	0.432463	33.9877
2592	1	1	0.072299	0.466713	30.2813	4	0.795003	29.6252
2592	1	1	0.0782089	0.263749	29.6731	4	0.352641	29.2928
2592	1	1	0.0763018	0.261478	30.509	4	0.350502	30.1307
2592	1	1	0.076189	0.255036	30.3192	4	0.345	29.9375
2592	1	1	0.0817661	0.233317	30.2322	4	0.324116	29.8508
3240	1	1	0.0779369	0.445097	68.1215	4	0.604208	67.4448
3240	1	1	0.134241	0.647428	66.0648	4	0.814115	65.3014
3240	1	1	0.095331	0.402169	116.51	4	0.564436	115.834
3240	1	1	0.0878751	0.462752	62.3546	4	0.616997	61.6819
3240	1	1	0.0785449	0.455233	66.8981	4	0.609696	66.1973
3240	1	1	0.074856	0.440696	59.4652	4	0.901685	58.524
3240	1	1	0.0762241	0.398765	58.3448	4	0.52975	57.7642
3240	1	1	0.0735028	0.41647	59.1451	4	0.548137	58.5774
3240	1	1	0.0764489	0.432051	59.2323	4	0.566503	58.6665
3240	1	1	0.077842	0.373858	58.7668	4	0.507929	58.2009
4500	1	1	0.231985	1.73601	522.856	4	2.33234	520.416
4500	1	1	0.0850151	0.855384	214.005	4	1.15372	212.186
4500	1	1	0.201702	1.59378	260.206	4	2.00218	258.464
4500	1	1	0.186876	1.99163	337.015	4	2.41418	334.658
4500	1	1	0.185559	1.38733	482.241	4	1.91801	480.1
4500	1	1	0.236154	2.29169	410.251	4	2.86822	408.272
4500	1	1	0.0846798	1.29575	161.735	4	2.34183	159.85
4500	1	1	0.167443	0.750072	158.059	4	1.00263	156.977
4500	1	1	0.0778098	0.77071	157.05	4	1.02399	155.969
4500	1	1	0.079154	0.848887	158.542	4	1.10346	157.451
4500	1	1	0.0777771	0.768513	158.214	4	1.0435	157.11
