1152	2	1	0.491194	1.12232	1.7424	4	0.534316	2.15665	4	1.17867	1.33544
1152	2	1	0.474536	1.03061	1.71872	4	0.46317	1.81921	4	1.0582	1.32724
1152	2	1	0.471943	1.08444	1.69697	4	0.47838	2.08899	4	1.11463	1.3229
1152	2	1	0.462951	1.03795	1.70188	4	0.46346	2.12764	4	1.06801	1.33162
1152	2	1	0.492153	0.971986	5.44363	1	0.464392	5.13279	1	0.997581	5.0558
1152	2	1	0.4669	1.02861	5.42782	1	0.458819	5.06856	1	1.0648	5.04491
1152	2	1	0.475243	0.979293	5.42431	1	0.455314	5.07585	1	1.01528	5.05333
1152	2	1	0.481587	1.00243	5.42001	1	0.460407	5.0824	1	1.02426	5.05923
1152	2	1	0.473154	0.971868	5.43372	1	0.456613	5.06362	1	0.998512	5.06173
1152	2	1	0.47392	0.9643	5.41071	1	0.472314	5.04915	1	0.986836	5.04561
1152	2	1	0.460449	0.963764	5.44533	1	0.452274	5.05444	1	0.989137	5.063
1152	2	1	0.484854	0.988203	5.39665	1	0.468602	5.05889	1	1.01552	5.0441
1152	2	1	0.463947	0.970985	5.42911	1	0.460224	5.05455	1	1.00979	5.05191
1152
1152	2	1	0.479157	1.01866	5.46779	1	0.513986	5.7908	1	1.04637	5.0928
1152	2	1	0.485574	0.985637	5.4273	1	0.489977	5.8336	1	1.01103	5.05663
1152	2	1	0.457967	0.973349	5.41101	1	0.540806	5.77735	1	0.999382	5.04679
1152	2	1	0.493122	1.00098	5.42747	1	0.538544	5.80749	1	1.0286	5.04714
1152	2	1	0.460244	0.985569	5.41442	1	0.485852	5.86388	1	1.01506	5.04526
1152
